"plant_species","plant_species_code","animal_species","animal_species_code","frequency"
"Geonoma_undata","P10","Chlorospingus_ophthalmicus","B12",0
"Geonoma_undata","P10","Cnemoscopus_rubrirostris","B13",0
"Geonoma_undata","P10","Patagioenas_subvinacea","B25",0
"Geonoma_undata","P10","Conirostrum_albifrons","B14",0
"Geonoma_undata","P10","Dendroica_fusca","B15",0
"Geonoma_undata","P10","Diglossa_caerulescens","B16",0
"Geonoma_undata","P10","Diglossa_cyanea","B17",0
"Geonoma_undata","P10","Euphonia_xanthogaster","B18",0
"Geonoma_undata","P10","Leptopogon_rufipectus","B19",0
"Geonoma_undata","P10","Lipaugus_fuscocinereus","B20",0
"Geonoma_undata","P10","Mecocerculus_poecilocercus","B21",0
"Geonoma_undata","P10","Mionectes_striaticollis","B22",0
"Geonoma_undata","P10","Pachyramphus_polychopterus","B23",0
"Geonoma_undata","P10","Pachyramphus_versicolor","B24",0
"Geonoma_undata","P10","Penelope_montagnii","B26",0
"Geonoma_undata","P10","Phyllomyias_nigrocapillus","B27",0
"Geonoma_undata","P10","Pipraeidea_melanonota","B28",0
"Geonoma_undata","P10","Pipreola_riefferii","B29",0
"Geonoma_undata","P10","Poecilotriccus_ruficeps","B30",0
"Geonoma_undata","P10","Tangara_heinei","B31",0
"Geonoma_undata","P10","Tangara_labradorides","B32",0
"Geonoma_undata","P10","Tangara_nigroviridis","B33",0
"Geonoma_undata","P10","Tangara_vassorii","B34",0
"Geonoma_undata","P10","Tangara_xanthocephala","B35",0
"Geonoma_undata","P10","Thraupis_cyanocephala","B36",0
"Geonoma_undata","P10","Trogon_personatus","B37",0
"Geonoma_undata","P10","Turdus_serranus","B38",0
"Guettarda_crispiflora","P11","Andigena_hypoglauca","B01",0
"Guettarda_crispiflora","P11","Andigena_nigrirostris","B02",6
"Guettarda_crispiflora","P11","Anisognathus_lacrymosus","B03",0
"Guettarda_crispiflora","P11","Anisognathus_somptuosus","B04",0
"Guettarda_crispiflora","P11","Atlapetes_schistaceus","B06",0
"Guettarda_crispiflora","P11","Aulacorhynchus_prasinus","B07",0
"Guettarda_crispiflora","P11","Arremon_brunneinucha","B05",0
"Guettarda_crispiflora","P11","Buthraupis_montana","B08",0
"Guettarda_crispiflora","P11","Cacicus_chrysonotus","B09",0
"Guettarda_crispiflora","P11","Wilsonia_canadensis","B39",0
"Guettarda_crispiflora","P11","Chamaepetes_goudotii","B10",2
"Guettarda_crispiflora","P11","Chlorornis_riefferii","B11",0
"Guettarda_crispiflora","P11","Chlorospingus_ophthalmicus","B12",0
"Guettarda_crispiflora","P11","Cnemoscopus_rubrirostris","B13",0
"Guettarda_crispiflora","P11","Patagioenas_subvinacea","B25",0
"Guettarda_crispiflora","P11","Conirostrum_albifrons","B14",0
"Guettarda_crispiflora","P11","Dendroica_fusca","B15",0
"Guettarda_crispiflora","P11","Diglossa_caerulescens","B16",0
"Guettarda_crispiflora","P11","Diglossa_cyanea","B17",0
"Guettarda_crispiflora","P11","Euphonia_xanthogaster","B18",0
"Guettarda_crispiflora","P11","Leptopogon_rufipectus","B19",0
"Guettarda_crispiflora","P11","Lipaugus_fuscocinereus","B20",1
"Guettarda_crispiflora","P11","Mecocerculus_poecilocercus","B21",0
"Guettarda_crispiflora","P11","Mionectes_striaticollis","B22",0
"Guettarda_crispiflora","P11","Pachyramphus_polychopterus","B23",1
"Guettarda_crispiflora","P11","Pachyramphus_versicolor","B24",0
"Guettarda_crispiflora","P11","Penelope_montagnii","B26",0
"Guettarda_crispiflora","P11","Phyllomyias_nigrocapillus","B27",0
"Guettarda_crispiflora","P11","Pipraeidea_melanonota","B28",0
"Guettarda_crispiflora","P11","Pipreola_riefferii","B29",1
"Guettarda_crispiflora","P11","Poecilotriccus_ruficeps","B30",0
"Guettarda_crispiflora","P11","Tangara_heinei","B31",0
